id,published,title,reference
36201373,2022-10-07 00:00:00,"Respiratory Virus Surveillance Among Children with Acute Respiratory Illnesses - New Vaccine Surveillance Network, United States, 2016-2021.",https://pubmed.ncbi.nlm.nih.gov/36201373
36296002,2022-09-30 00:00:00,A Digital Microfluidic RT-qPCR Platform for Multiple Detections of Respiratory Pathogens.,https://pubmed.ncbi.nlm.nih.gov/36296002
36298690,2022-09-28 00:00:00,An Unusual Resurgence of Human Metapneumovirus in Western Australia Following the Reduction of Non-Pharmaceutical Interventions to Prevent SARS-CoV-2 Transmission.,https://pubmed.ncbi.nlm.nih.gov/36298690
35491230,2022-09-22 00:00:00,"Detection of Respiratory Viruses during the Early Phase of the Coronavirus Disease 2019 Pandemic in Ibaraki and Gunma Prefectures, Japan.",https://pubmed.ncbi.nlm.nih.gov/35491230
36130517,2022-09-20 00:00:00,Characterization of prefusion-F-specific antibodies elicited by natural infection with human metapneumovirus.,https://pubmed.ncbi.nlm.nih.gov/36130517
35975999,2022-09-14 00:00:00,"Evidence against the Human Metapneumovirus G, SH, and M2-2 Proteins as Bona Fide Interferon Antagonists.",https://pubmed.ncbi.nlm.nih.gov/35975999
35944529,2022-09-13 00:00:00,Potently neutralizing and protective anti-human metapneumovirus antibodies target diverse sites on the fusion glycoprotein.,https://pubmed.ncbi.nlm.nih.gov/35944529
35907395,2022-09-07 00:00:00,Comparison of sputum specimens and nasopharyngeal swab specimens for diagnosis of acute human metapneumovirus-related lower respiratory tract infections in adults.,https://pubmed.ncbi.nlm.nih.gov/35907395
36090526,2022-09-07 00:00:00,Healthcare-associated viral respiratory infections in paediatric intensive care unit settings: More than just a sneeze.,https://pubmed.ncbi.nlm.nih.gov/36090526
35656887,2022-09-07 00:00:00,"The A2c111nt-dup variants of human metapneumovirus predominantly circulating in Qingdao, China, during 2018 and 2019.",https://pubmed.ncbi.nlm.nih.gov/35656887
34788811,2022-08-24 00:00:00,Broad Impacts of Coronavirus Disease 2019 (COVID-19) Pandemic on Acute Respiratory Infections in China: An Observational Study.,https://pubmed.ncbi.nlm.nih.gov/34788811
35981816,2022-08-18 00:00:00,Outbreaks of Human Metapneumovirus in Western Sydney Aged-Care Facilities in 2018.,https://pubmed.ncbi.nlm.nih.gov/35981816
35793947,2022-08-06 00:00:00,Multiple Cerebral Hemorrhages and White Matter Lesions Developing after Severe hMPV Pneumonia in a Patient with Trisomy 13: A Case Report and Review of the Literature.,https://pubmed.ncbi.nlm.nih.gov/35793947
36016079,2022-07-27 00:00:00,Looking beyond Pertussis in Prolonged Cough Illness of Young Children.,https://pubmed.ncbi.nlm.nih.gov/36016079
35866188,2022-07-23 00:00:00,"Viral aetiology of influenza-like illnesses and severe acute respiratory illnesses in Morocco, September 2014 to December 2016.",https://pubmed.ncbi.nlm.nih.gov/35866188
35390156,2022-07-21 00:00:00,Fetal Transfer of Human Metapneumovirus-Neutralizing Antibodies Is Reduced From Mothers Living With HIV-1.,https://pubmed.ncbi.nlm.nih.gov/35390156
35976005,2022-07-16 00:00:00,"Respiratory syncytial virus among children hospitalized with severe acute respiratory infection in Kashmir, a temperate region in northern India.",https://pubmed.ncbi.nlm.nih.gov/35976005
35472530,2022-07-07 00:00:00,Human metapneumovirus prevalence during 2019-2021 in Israel is influenced by the COVID-19 pandemic.,https://pubmed.ncbi.nlm.nih.gov/35472530
35794943,2022-07-07 00:00:00,Safety and Immunogenicity of an mRNA-Based Human Metapneumovirus and Parainfluenza Virus Type 3 Combined Vaccine in Healthy Adults.,https://pubmed.ncbi.nlm.nih.gov/35794943
35899342,2022-07-06 00:00:00,[Analysis of common viral infection in surveillance cases of febrile respiratory syndrome in 9 provinces of China from 2009 to 2021].,https://pubmed.ncbi.nlm.nih.gov/35899342
35022697,2022-07-06 00:00:00,"Respiratory Syncytial Virus, Human Metapneumovirus, and Parainfluenza Virus Infections in Lung Transplant Recipients: A Systematic Review of Outcomes and Treatment Strategies.",https://pubmed.ncbi.nlm.nih.gov/35022697
35536005,2022-06-28 00:00:00,Human Metapneumovirus Phosphoprotein Independently Drives Phase Separation and Recruits Nucleoprotein to Liquid-Like Bodies.,https://pubmed.ncbi.nlm.nih.gov/35536005
35891383,2022-06-27 00:00:00,Interaction of Nucleolin with the Fusion Protein of Avian Metapneumovirus Subgroup C Contributes to Viral Replication.,https://pubmed.ncbi.nlm.nih.gov/35891383
35751110,2022-06-24 00:00:00,"Molecular epidemiological surveillance of viral agents of acute lower respiratory tract infections in children in Accra, Ghana.",https://pubmed.ncbi.nlm.nih.gov/35751110
35731888,2022-06-22 00:00:00,Elicitation of pneumovirus-specific B cell responses by a prefusion-stabilized respiratory syncytial virus F subunit vaccine.,https://pubmed.ncbi.nlm.nih.gov/35731888
35696580,2022-06-21 00:00:00,Structural basis for ultrapotent antibody-mediated neutralization of human metapneumovirus.,https://pubmed.ncbi.nlm.nih.gov/35696580
35261311,2022-06-07 00:00:00,First detection of avian metapneumovirus subtype C Eurasian lineage in a Eurasian wigeon (Mareca penelope) wintering in Northeastern Italy: an additional hint on the role of migrating birds in the viral epidemiology.,https://pubmed.ncbi.nlm.nih.gov/35261311
35118597,2022-06-07 00:00:00,"Molecular investigation of human metapneumovirus in children with acute respiratory infections in Chennai, South India, from 2016-2018.",https://pubmed.ncbi.nlm.nih.gov/35118597
35358640,2022-06-07 00:00:00,A hydroxypropyl methylcellulose plaque assay for human respiratory syncytial virus.,https://pubmed.ncbi.nlm.nih.gov/35358640
36618283,2022-06-07 00:00:00,Concurrent Occurrence of Infectious Bursal Disease and Multicausal Respiratory Infections Caused by Newcastle Disease and Avian Metapneumovirus in Broilers.,https://pubmed.ncbi.nlm.nih.gov/36618283
35836619,2022-06-07 00:00:00,First Case of Acute Myocarditis Caused by Metapneumovirus in an Immunocompromised 14-year-old Girl.,https://pubmed.ncbi.nlm.nih.gov/35836619
35632799,2022-05-16 00:00:00,Global Extension and Predominance of Human Metapneumovirus A2 Genotype with Partial G Gene Duplication.,https://pubmed.ncbi.nlm.nih.gov/35632799
35538099,2022-05-10 00:00:00,Profiling of hMPV F-specific antibodies isolated from human memory B cells.,https://pubmed.ncbi.nlm.nih.gov/35538099
35719813,2022-05-07 00:00:00,Changes in Critical Bronchiolitis After COVID-19 Lockdown.,https://pubmed.ncbi.nlm.nih.gov/35719813
35456150,2022-04-15 00:00:00,Viral Etiological Agent(s) of Respiratory Tract Infections in Symptomatic Individuals during the Second Wave of COVID-19 Pandemic: A Single Drive-Thru Mobile Collection Site Study.,https://pubmed.ncbi.nlm.nih.gov/35456150
35157360,2022-04-07 00:00:00,Seasonality of influenza and other respiratory viruses.,https://pubmed.ncbi.nlm.nih.gov/35157360
35099352,2022-04-07 00:00:00,Avian metapneumovirus subtype B vaccination in commercial broiler chicks: heterologous protection and selected host transcription responses to subtype A or B challenge.,https://pubmed.ncbi.nlm.nih.gov/35099352
35315823,2022-04-01 00:00:00,Human Metapneumovirus Infection in a Children's Hospital - It Should Get More Attention.,https://pubmed.ncbi.nlm.nih.gov/35315823
35458407,2022-03-25 00:00:00,Zoonotic Origins of Human Metapneumovirus: A Journey from Birds to Humans.,https://pubmed.ncbi.nlm.nih.gov/35458407
35337174,2022-03-20 00:00:00,Inhibition of Respiratory RNA Viruses by a Composition of Ionophoric Polyphenols with Metal Ions.,https://pubmed.ncbi.nlm.nih.gov/35337174
35288548,2022-03-14 00:00:00,Structure-based design of prefusion-stabilized human metapneumovirus fusion proteins.,https://pubmed.ncbi.nlm.nih.gov/35288548
34730287,2022-03-07 00:00:00,Occurrence and disease burden of respiratory syncytial virus and other respiratory pathogens in adults aged ≥65 years in community: A prospective cohort study in Japan.,https://pubmed.ncbi.nlm.nih.gov/34730287
35187879,2022-03-07 00:00:00,"Quantitative real-time PCR assays for the concurrent diagnosis of infectious laryngotracheitis virus, Newcastle disease virus and avian metapneumovirus in poultry.",https://pubmed.ncbi.nlm.nih.gov/35187879
35101733,2022-03-07 00:00:00,Longitudinal evaluation of pediatric respiratory infections.,https://pubmed.ncbi.nlm.nih.gov/35101733
35181674,2022-02-18 00:00:00,"Molecular detection and genetic characterization of human metapneumovirus strains circulating in Islamabad, Pakistan.",https://pubmed.ncbi.nlm.nih.gov/35181674
35215932,2022-02-07 00:00:00,Detailed Analyses of Molecular Interactions between Favipiravir and RNA Viruses In Silico.,https://pubmed.ncbi.nlm.nih.gov/35215932
35262033,2022-02-07 00:00:00,"The incidence of infectious diseases and viruses other than SARS-CoV-2 amongst hospitalised children in Oslo, Norway during the Covid-19 pandemic 2020-2021.",https://pubmed.ncbi.nlm.nih.gov/35262033
35142195,2022-02-01 00:00:00,"Changes in the Distribution of Respiratory Microorganisms before and during the COVID-19 Pandemic, Daegu, Korea.",https://pubmed.ncbi.nlm.nih.gov/35142195
34730389,2022-01-26 00:00:00,Characterization of the Interaction Domains between the Phosphoprotein and the Nucleoprotein of Human Metapneumovirus.,https://pubmed.ncbi.nlm.nih.gov/34730389
34193665,2022-01-24 00:00:00,"Comparative Analysis of Epidemiology, Clinical Features, and Cytokine Response of Respiratory Syncytial and Human Metapneumovirus Infected Children with Acute Lower Respiratory Infections.",https://pubmed.ncbi.nlm.nih.gov/34193665
35042900,2022-01-18 00:00:00,A case-control study of the causes of acute respiratory infection among hospitalized patients in Northeastern Laos.,https://pubmed.ncbi.nlm.nih.gov/35042900
35899557,2022-01-07 00:00:00,Evaluation of children diagnosed with a lower respiratory tract infection due to Human metapneumovirus.,https://pubmed.ncbi.nlm.nih.gov/35899557
36117597,2022-01-07 00:00:00,Clinical significance and role of coinfections with respiratory pathogens among individuals with confirmed severe acute respiratory syndrome coronavirus-2 infection.,https://pubmed.ncbi.nlm.nih.gov/36117597
36704137,2022-01-07 00:00:00,"Comparison of the clinical features of human bocavirus and metapneumovirus lower respiratory tract infections in hospitalized children in Suzhou, China.",https://pubmed.ncbi.nlm.nih.gov/36704137
35616205,2022-01-07 00:00:00,"Human bocavirus and human metapneumovirus in children with lower respiratory tract infections: Effects on clinical, microbiological features and disease severity .",https://pubmed.ncbi.nlm.nih.gov/35616205
34580039,2022-01-07 00:00:00,Differences in the spectrum of respiratory viruses and detection of human rhinovirus C in exacerbations of adult asthma and chronic obstructive pulmonary disease.,https://pubmed.ncbi.nlm.nih.gov/34580039
35763505,2022-01-07 00:00:00,Establishment and application of a quadruple real-time RT-PCR for detecting avian metapneumovirus.,https://pubmed.ncbi.nlm.nih.gov/35763505
36419921,2022-01-07 00:00:00,From maternal breath to infant's cells: Impact of maternal respiratory infections on infants 'immune responses.,https://pubmed.ncbi.nlm.nih.gov/36419921
36159799,2022-01-07 00:00:00,Female offspring gestated in hypothyroxinemia and infected with human Metapneumovirus (hMPV) suffer a more severe infection and have a higher number of activated CD8+ T lymphocytes.,https://pubmed.ncbi.nlm.nih.gov/36159799
36285160,2022-01-07 00:00:00,Noncoding RNAs and Virus and Treatment in Allergic Rhinitis.,https://pubmed.ncbi.nlm.nih.gov/36285160
38155756,2022-01-07 00:00:00,A chimeric influenza virus vaccine expressing fusion protein epitopes induces protection from human metapneumovirus challenge in mice.,https://pubmed.ncbi.nlm.nih.gov/38155756
34472708,2022-01-07 00:00:00,"Comparative assessment of reported symptoms of influenza, respiratory syncytial virus, and human metapneumovirus infection during hospitalization and post-discharge assessed by Respiratory Intensity and Impact Questionnaire.",https://pubmed.ncbi.nlm.nih.gov/34472708
36003370,2022-01-07 00:00:00,A Pan-Pneumovirus vaccine based on immunodominant epitopes of the fusion protein.,https://pubmed.ncbi.nlm.nih.gov/36003370
36045682,2022-01-07 00:00:00,Human metapneumovirus M2-2 protein inhibits RIG-I signaling by preventing TRIM25-mediated RIG-I ubiquitination.,https://pubmed.ncbi.nlm.nih.gov/36045682
35958551,2022-01-07 00:00:00,Role of human metapneumovirus glycoprotein G in modulation of immune responses.,https://pubmed.ncbi.nlm.nih.gov/35958551
36962617,2022-01-07 00:00:00,Multisite surveillance for influenza and other respiratory viruses in India: 2016-2018.,https://pubmed.ncbi.nlm.nih.gov/36962617
35493465,2022-01-07 00:00:00,Neonatal Immune Responses to Respiratory Viruses.,https://pubmed.ncbi.nlm.nih.gov/35493465
36726685,2022-01-07 00:00:00,Circulation of respiratory viruses during the COVID-19 pandemic in The Gambia.,https://pubmed.ncbi.nlm.nih.gov/36726685
35038257,2021-12-30 00:00:00,"Human Monkey Pox Virus Infection in Plateau State, North Central Nigeria: A Report of Two Cases.",https://pubmed.ncbi.nlm.nih.gov/35038257
34601094,2021-12-07 00:00:00,Role of metapneumoviral glycoproteins in the evasion of the host cell innate immune response.,https://pubmed.ncbi.nlm.nih.gov/34601094
34523109,2021-12-07 00:00:00,A Multicenter Study of Viral Aetiology of Community-Acquired Pneumonia in Hospitalized Children in Chinese Mainland.,https://pubmed.ncbi.nlm.nih.gov/34523109
32081050,2021-12-07 00:00:00,Prevalence of Human Metapneumovirus Infections in Iran: A Systematic Review and Meta-Analysis.,https://pubmed.ncbi.nlm.nih.gov/32081050
34646942,2021-12-07 00:00:00,"Etiology of viral respiratory tract infections in hospitalized adults, and evidence of the high frequency of prehospitalization antibiotic treatment in Norway.",https://pubmed.ncbi.nlm.nih.gov/34646942
34665397,2021-12-07 00:00:00,"Molecular typing and epidemiologic profiles of human metapneumovirus infection among children with severe acute respiratory infection in Huzhou, China.",https://pubmed.ncbi.nlm.nih.gov/34665397
34960719,2021-12-06 00:00:00,Interactions between the Nucleoprotein and the Phosphoprotein of Pneumoviruses: Structural Insight for Rational Design of Antivirals.,https://pubmed.ncbi.nlm.nih.gov/34960719
34009376,2021-12-01 00:00:00,Shifting Patterns of Respiratory Virus Activity Following Social Distancing Measures for Coronavirus Disease 2019 in South Korea.,https://pubmed.ncbi.nlm.nih.gov/34009376
33496558,2021-12-01 00:00:00,Human Metapneumovirus and Parainfluenza Virus Infections in Lung Transplant Recipients: The Effects on Lung Allograft and Clinical Outcomes.,https://pubmed.ncbi.nlm.nih.gov/33496558
34555442,2021-11-07 00:00:00,Visual detection of human metapneumovirus using CRISPR-Cas12a diagnostics.,https://pubmed.ncbi.nlm.nih.gov/34555442
34050944,2021-11-07 00:00:00,Detection of respiratory viruses in primary cholesteatoma tissues.,https://pubmed.ncbi.nlm.nih.gov/34050944
35559130,2021-11-07 00:00:00,"Risk Factors and Medical Resource Utilization of Respiratory Syncytial Virus, Human Metapneumovirus, and Influenza-Related Hospitalizations in Adults-A Global Study During the 2017-2019 Epidemic Seasons (Hospitalized Acute Respiratory Tract Infection [HARTI] Study).",https://pubmed.ncbi.nlm.nih.gov/35559130
34124803,2021-11-07 00:00:00,Comparison of three air samplers for the collection of four nebulized respiratory viruses - Collection of respiratory viruses from air.,https://pubmed.ncbi.nlm.nih.gov/34124803
34866830,2021-11-07 00:00:00,"Clinico-virological Profile, Intensive Care Needs, and Outcome of Infants with Acute Viral Bronchiolitis: A Prospective Observational Study.",https://pubmed.ncbi.nlm.nih.gov/34866830
34704788,2021-10-31 00:00:00,Viral and Atypical Bacterial Detection in Young Nepalese Children Hospitalized with Severe Pneumonia.,https://pubmed.ncbi.nlm.nih.gov/34704788
34668725,2021-10-31 00:00:00,Respiratory Pathogen Coinfections in SARS-CoV-2-Positive Patients in Southeastern Wisconsin: A Retrospective Analysis.,https://pubmed.ncbi.nlm.nih.gov/34668725
34675220,2021-10-21 00:00:00,Novel HLA-B7-restricted human metapneumovirus epitopes enhance viral clearance in mice and are recognized by human CD8+ T cells.,https://pubmed.ncbi.nlm.nih.gov/34675220
34696298,2021-10-16 00:00:00,Avian Cell Line DuckCelt®-T17 Is an Efficient Production System for Live-Attenuated Human Metapneumovirus Vaccine Candidate Metavac®.,https://pubmed.ncbi.nlm.nih.gov/34696298
34627307,2021-10-09 00:00:00,"Comparison of 11 respiratory pathogens among hospitalized children before and during the COVID-19 epidemic in Shenzhen, China.",https://pubmed.ncbi.nlm.nih.gov/34627307
34707737,2021-10-07 00:00:00,Human metapneumovirus-associated community-acquired pneumonia in adults during the first wave of COVID-19.,https://pubmed.ncbi.nlm.nih.gov/34707737
34050951,2021-10-07 00:00:00,European multicenter evaluation of Xpert® Xpress SARS-CoV-2/Flu/RSV test.,https://pubmed.ncbi.nlm.nih.gov/34050951
32826192,2021-10-07 00:00:00,Detection of respiratory viruses in adults with respiratory tract infection using a multiplex PCR assay at a tertiary center.,https://pubmed.ncbi.nlm.nih.gov/32826192
34696420,2021-10-04 00:00:00,Avian Metapneumovirus Subgroup C Induces Mitochondrial Antiviral Signaling Protein Degradation through the Ubiquitin-Proteasome Pathway.,https://pubmed.ncbi.nlm.nih.gov/34696420
34655208,2021-10-01 00:00:00,Evaluation of a Novel Immunochromatographic Assay Using Monoclonal Antibodies against the Matrix Protein of Human Metapneumovirus.,https://pubmed.ncbi.nlm.nih.gov/34655208
34551978,2021-09-28 00:00:00,Interprotomer disulfide-stabilized variants of the human metapneumovirus fusion glycoprotein induce high titer-neutralizing responses.,https://pubmed.ncbi.nlm.nih.gov/34551978
34556046,2021-09-23 00:00:00,Dual respiratory virus detection in adult patients with acute respiratory illness.,https://pubmed.ncbi.nlm.nih.gov/34556046
33947980,2021-09-07 00:00:00,Common seasonal respiratory virus infections in allogeneic stem cell transplant recipients during the SARS-COV-2 pandemic.,https://pubmed.ncbi.nlm.nih.gov/33947980
34146613,2021-09-07 00:00:00,Whole genome sequencing of human metapneumoviruses from clinical specimens using MinION nanopore technology.,https://pubmed.ncbi.nlm.nih.gov/34146613
34467984,2021-09-01 00:00:00,"Feasibility and Performance of Self-Collected Nasal Swabs for Detection of Influenza Virus, Respiratory Syncytial Virus, and Human Metapneumovirus.",https://pubmed.ncbi.nlm.nih.gov/34467984
34160259,2021-08-25 00:00:00,"Structure, Immunogenicity, and Conformation-Dependent Receptor Binding of the Postfusion Human Metapneumovirus F Protein.",https://pubmed.ncbi.nlm.nih.gov/34160259
32949079,2021-08-07 00:00:00,SARS-CoV-2 viral clearance during bone marrow aplasia after allogeneic hematopoietic stem cell transplantation-A case report.,https://pubmed.ncbi.nlm.nih.gov/32949079
34362085,2021-07-27 00:00:00,Seasonal Trends of Viral Prevalence and Incidence of Kawasaki Disease: A Korea Public Health Data Analysis.,https://pubmed.ncbi.nlm.nih.gov/34362085
34292924,2021-07-23 00:00:00,"Changes in Influenza and Other Respiratory Virus Activity During the COVID-19 Pandemic - United States, 2020-2021.",https://pubmed.ncbi.nlm.nih.gov/34292924
34089934,2021-07-07 00:00:00,Research Note: Detection of Avian metapneumovirus subgroup C specific antibodies in a mallard flock in Italy.,https://pubmed.ncbi.nlm.nih.gov/34089934
33612055,2021-07-07 00:00:00,Clinical impact of human metapneumovirus infections before and during the COVID-19 pandemic.,https://pubmed.ncbi.nlm.nih.gov/33612055
34277314,2021-07-07 00:00:00,Human Metapneumovirus Pneumonia Precipitating Acute Respiratory Distress Syndrome in an Adult Patient.,https://pubmed.ncbi.nlm.nih.gov/34277314
34361882,2021-07-05 00:00:00,The Role of the Respiratory Microbiome and Viral Presence in Lower Respiratory Tract Infection Severity in the First Five Years of Life.,https://pubmed.ncbi.nlm.nih.gov/34361882
34205489,2021-06-21 00:00:00,Broad Impact of Exchange Protein Directly Activated by cAMP 2 (EPAC2) on Respiratory Viral Infections.,https://pubmed.ncbi.nlm.nih.gov/34205489
31965186,2021-06-15 00:00:00,Role for Maternal Asthma in Severe Human Metapneumovirus Lung Disease Susceptibility in Children.,https://pubmed.ncbi.nlm.nih.gov/31965186
32270199,2021-06-15 00:00:00,Community-Based Antibiotic Prescribing Attributable to Respiratory Syncytial Virus and Other Common Respiratory Viruses in Young Children: A Population-Based Time-series Study of Scottish Children.,https://pubmed.ncbi.nlm.nih.gov/32270199
34016472,2021-06-08 00:00:00,"The effect of seasonal influenza vaccine on medically-attended influenza and non-influenza respiratory viruses infections at primary care level, Hong Kong SAR, 2017/18 to 2019/20.",https://pubmed.ncbi.nlm.nih.gov/34016472
33639376,2021-06-07 00:00:00,Identification of pathogens from the upper respiratory tract of adult emergency department patients at high risk for influenza complications in a pre-Sars-CoV-2 environment.,https://pubmed.ncbi.nlm.nih.gov/33639376
33141622,2021-06-07 00:00:00,"Clinical characteristics and outcomes in adult patients hospitalized with influenza, respiratory syncytial virus and human metapneumovirus infections.",https://pubmed.ncbi.nlm.nih.gov/33141622
34177295,2021-06-07 00:00:00,Viral Respiratory Tract Pathogens During the COVID-19 Pandemic.,https://pubmed.ncbi.nlm.nih.gov/34177295
34072332,2021-05-29 00:00:00,Sendai Virus-Vectored Vaccines That Express Envelope Glycoproteins of Respiratory Viruses.,https://pubmed.ncbi.nlm.nih.gov/34072332
34051792,2021-05-29 00:00:00,"Comparative analysis of spatial-temporal patterns of human metapneumovirus and respiratory syncytial virus in Africa using genetic data, 2011-2014.",https://pubmed.ncbi.nlm.nih.gov/34051792
34069223,2021-05-14 00:00:00,COPD Is Associated with Elevated IFN-β Production by Bronchial Epithelial Cells Infected with RSV or hMPV.,https://pubmed.ncbi.nlm.nih.gov/34069223
32909927,2021-05-07 00:00:00,A rare case of metapneumovirus-induced rhabdomyolysis and multi-organ dysfunction in a 4-year-old child.,https://pubmed.ncbi.nlm.nih.gov/32909927
32794302,2021-05-07 00:00:00,What is new on molecular characteristics of Avian metapneumovirus strains circulating in Europe?,https://pubmed.ncbi.nlm.nih.gov/32794302
33812280,2021-05-07 00:00:00,The influence of maternally derived antibodies on protection against aMPV/A infection in TRT vaccinated turkeys.,https://pubmed.ncbi.nlm.nih.gov/33812280
33950979,2021-05-07 00:00:00,"Epidemiology and factors associated with the severity of viral acute lower respiratory infection in children hospitalized in Manaus, Amazonas, in 2017-2018: An observational study.",https://pubmed.ncbi.nlm.nih.gov/33950979
33480663,2021-05-01 00:00:00,Epidemiology of Human Metapneumovirus-associated Lower Respiratory Tract Infections in African Children: Systematic Review and Meta-analysis.,https://pubmed.ncbi.nlm.nih.gov/33480663
33340313,2021-04-30 00:00:00,Respiratory Viruses Associated With Acute Wheezing in Hospitalized Young Children in Jordan.,https://pubmed.ncbi.nlm.nih.gov/33340313
33137178,2021-04-30 00:00:00,Human Metapneumovirus Infection and Genotyping of Infants in Rural Nepal.,https://pubmed.ncbi.nlm.nih.gov/33137178
33475447,2021-04-07 00:00:00,"Characteristics of respiratory virus infections in autologous hematopoietic stem cell transplantation patients, a prospective study, Bern, Switzerland, 2015-2017.",https://pubmed.ncbi.nlm.nih.gov/33475447
33118224,2021-04-07 00:00:00,Design and evaluation of Taqman low density array for monitoring post-transplant viral infections.,https://pubmed.ncbi.nlm.nih.gov/33118224
32540470,2021-04-07 00:00:00,Dynamics and predisposition of respiratory viral co-infections in children and adults.,https://pubmed.ncbi.nlm.nih.gov/32540470
33761423,2021-04-07 00:00:00,Significant impact of nationwide SARS-CoV-2 lockdown measures on the circulation of other respiratory virus infections in Austria.,https://pubmed.ncbi.nlm.nih.gov/33761423
33880179,2021-04-03 00:00:00,"Incidence, risk factors, and viral etiology of community-acquired acute lower respiratory tract infection among older adults in rural north India.",https://pubmed.ncbi.nlm.nih.gov/33880179
33771128,2021-03-26 00:00:00,Viral etiology and epidemiology of pediatric patients hospitalized for acute respiratory tract infections in Macao: a retrospective study from 2014 to 2017.,https://pubmed.ncbi.nlm.nih.gov/33771128
33809875,2021-03-22 00:00:00,Host Components That Modulate the Disease Caused by hMPV.,https://pubmed.ncbi.nlm.nih.gov/33809875
33803613,2021-03-18 00:00:00,An Amplicon-Based Approach for the Whole-Genome Sequencing of Human Metapneumovirus.,https://pubmed.ncbi.nlm.nih.gov/33803613
33758880,2021-03-11 00:00:00,High-resolution epigenome analysis in nasal samples derived from children with respiratory viral infections reveals striking changes upon SARS-CoV-2 infection.,https://pubmed.ncbi.nlm.nih.gov/33758880
33800223,2021-03-08 00:00:00,Pattern of Respiratory Viruses among Pilgrims during 2019 Hajj Season Who Sought Healthcare Due to Severe Respiratory Symptoms.,https://pubmed.ncbi.nlm.nih.gov/33800223
33518307,2021-03-07 00:00:00,Efficacy of a novel avian metapneumovirus live vaccine candidate based on vaccination route and age.,https://pubmed.ncbi.nlm.nih.gov/33518307
33505859,2021-03-07 00:00:00,Is hematopoietic stem cell transplantation a therapeutic option for mucolipidosis type II?,https://pubmed.ncbi.nlm.nih.gov/33505859
33718531,2021-03-07 00:00:00,Human metapneumovirus infection in haematopoietic stem cell transplant recipients: a case series.,https://pubmed.ncbi.nlm.nih.gov/33718531
33664311,2021-03-04 00:00:00,Differences in clinical severity of respiratory viral infections in hospitalized children.,https://pubmed.ncbi.nlm.nih.gov/33664311
33664178,2021-03-01 00:00:00,Prevalence of respiratory viruses by Multiplex PCR: a four-and-a-half year retrospective study in an Italian general hospital.,https://pubmed.ncbi.nlm.nih.gov/33664178
33602245,2021-02-18 00:00:00,"Epidemiology and genotypic diversity of human metapneumovirus in paediatric patients with acute respiratory infection in Beijing, China.",https://pubmed.ncbi.nlm.nih.gov/33602245
32720706,2021-02-07 00:00:00,"More than just a common cold: Endemic coronaviruses OC43, HKU1, NL63, and 229E associated with severe acute respiratory infection and fatality cases among healthy adults.",https://pubmed.ncbi.nlm.nih.gov/32720706
33547380,2021-02-05 00:00:00,PACIFIC: a lightweight deep-learning classifier of SARS-CoV-2 and co-infecting RNA viruses.,https://pubmed.ncbi.nlm.nih.gov/33547380
32195770,2021-02-01 00:00:00,Altered Expression of the Epithelial Mucin MUC1 Accompanies Endoscopic Recurrence of Postoperative Crohn's Disease.,https://pubmed.ncbi.nlm.nih.gov/32195770
32010955,2021-01-23 00:00:00,Clinical Features of Human Metapneumovirus-Associated Community-acquired Pneumonia Hospitalizations.,https://pubmed.ncbi.nlm.nih.gov/32010955
32611977,2021-01-22 00:00:00,The Epidemiology of Admission-Requiring Pediatric Respiratory Infections in a Japanese Community Hospital Using Multiplex PCR.,https://pubmed.ncbi.nlm.nih.gov/32611977
33478119,2021-01-19 00:00:00,RSV and HMPV Infections in 3D Tissue Cultures: Mechanisms Involved in Virus-Host and Virus-Virus Interactions.,https://pubmed.ncbi.nlm.nih.gov/33478119
33466993,2021-01-16 00:00:00,The Pivotal Role of Viruses in the Pathogeny of Chronic Lymphocytic Leukemia: Monoclonal (Type 1) IgG K Cryoglobulinemia and Chronic Lymphocytic Leukemia Diagnosis in the Course of a Human Metapneumovirus Infection.,https://pubmed.ncbi.nlm.nih.gov/33466993
33422002,2021-01-09 00:00:00,Epidemiology of viral respiratory infections in a pediatric reference hospital in Central Panama.,https://pubmed.ncbi.nlm.nih.gov/33422002
32244051,2021-01-07 00:00:00,Lower respiratory tract infection in the community: associations between viral aetiology and illness course.,https://pubmed.ncbi.nlm.nih.gov/32244051
34556348,2021-01-07 00:00:00,A prospective study of prevalence of respiratory viruses causing acute respiratory infection in pediatric in-patients during pre- COVID times.,https://pubmed.ncbi.nlm.nih.gov/34556348
34304230,2021-01-07 00:00:00,"The Prevalence and Genetic Characterization of Human Metapneumovirus in Bulgaria, 2016-2019.",https://pubmed.ncbi.nlm.nih.gov/34304230
34899719,2021-01-07 00:00:00,Inhibition of PI3Kδ Differentially Regulates Poly I:C- and Human Metapneumovirus-Induced PD-L1 and PD-L2 Expression in Human Bronchial Epithelial Cells.,https://pubmed.ncbi.nlm.nih.gov/34899719
33227621,2021-01-07 00:00:00,"Development of A recombinant nucleocapsid based indirect ELISA for the detection of antibodies to avian metapneumovirus subtypes, A, B, and C.",https://pubmed.ncbi.nlm.nih.gov/33227621
35003265,2021-01-07 00:00:00,Epidemiology of Respiratory Pathogens in Children with Severe Acute Respiratory Infection and Impact of the Multiplex PCR Film Array Respiratory Panel: A 2-Year Study.,https://pubmed.ncbi.nlm.nih.gov/35003265
